"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4707","Отображение виджетов на главной странице после авторизации","Surefire suite","2026-07-19","passed","2026-07-19","dev.valvar.orangehrm.test.AuthorizationTest","Surefire test","dev.valvar.orangehrm.test.AuthorizationTest","displayingWidgetsOnMainPageAfterAuthorizationTest"
"","9932","Ошибка авторизации при неправильном пароле","Surefire suite","2026-07-19","passed","2026-07-19","dev.valvar.orangehrm.test.AuthorizationTest","Surefire test","dev.valvar.orangehrm.test.AuthorizationTest","authorizationErrorDueToIncorrectPasswordTest"
"","3079","Отображение созданной заявки в разделе ""Мой отпуск""","Surefire suite","2026-07-19","passed","2026-07-19","dev.valvar.orangehrm.test.LeaveTest","Surefire test","dev.valvar.orangehrm.test.LeaveTest","displayingCreatedApplicationInMyVacationSectionTest"
"","5140","Успешное создание заявки на отпуск","Surefire suite","2026-07-19","passed","2026-07-19","dev.valvar.orangehrm.test.LeaveTest","Surefire test","dev.valvar.orangehrm.test.LeaveTest","successfullyCreatingVacationRequestTest"
"","3558","Поиск сотрудника по имени/фамилии через фильтр","Surefire suite","2026-07-19","passed","2026-07-19","dev.valvar.orangehrm.test.PimTest","Surefire test","dev.valvar.orangehrm.test.PimTest","searchForEmployeeByFirstLastNameUsingFilterTest"
"","3182","Отображение созданного пользователя в списке","Surefire suite","2026-07-19","passed","2026-07-19","dev.valvar.orangehrm.test.AdminTest","Surefire test","dev.valvar.orangehrm.test.AdminTest","displayingCreatedUserInListTest"
"","4990","Добавление сотрудника","Surefire suite","2026-07-19","passed","2026-07-19","dev.valvar.orangehrm.test.PimTest","Surefire test","dev.valvar.orangehrm.test.PimTest","addingEmployeeTest"
"","13602","Удаление пользователя","Surefire suite","2026-07-19","failed","2026-07-19","dev.valvar.orangehrm.test.AdminTest","Surefire test","dev.valvar.orangehrm.test.AdminTest","deletingUserTest"
"","2725","Переход к просмотру информации о себе","Surefire suite","2026-07-19","passed","2026-07-19","dev.valvar.orangehrm.test.MyInfoTest","Surefire test","dev.valvar.orangehrm.test.MyInfoTest","goToViewingInformationAboutYourselfTest"
"","7064","Успешное создание пользователя","Surefire suite","2026-07-19","passed","2026-07-19","dev.valvar.orangehrm.test.AdminTest","Surefire test","dev.valvar.orangehrm.test.AdminTest","successfulUserCreationTest"
"","6146","Успешный выход из системы","Surefire suite","2026-07-19","passed","2026-07-19","dev.valvar.orangehrm.test.AuthorizationTest","Surefire test","dev.valvar.orangehrm.test.AuthorizationTest","successfulLogoutTest"
"","4704","Поиск нужного сотрудника","Surefire suite","2026-07-19","passed","2026-07-19","dev.valvar.orangehrm.test.RecruitmentTest","Surefire test","dev.valvar.orangehrm.test.RecruitmentTest","findingRightEmployeeTest"
"","4773","Успешная авторизация с валидными кредами (переход на страницу Dashboard)","Surefire suite","2026-07-19","passed","2026-07-19","dev.valvar.orangehrm.test.AuthorizationTest","Surefire test","dev.valvar.orangehrm.test.AuthorizationTest","successfulAuthorizationWithValidCredentialsTest"
"","3640","Ошибка авторизации при пустых полях ""Имя пользователя"" и ""Пароль""","Surefire suite","2026-07-19","passed","2026-07-19","dev.valvar.orangehrm.test.AuthorizationTest","Surefire test","dev.valvar.orangehrm.test.AuthorizationTest","authorizationErrorWithEmptyUsernameAndPasswordFieldsTest"
"","5807","Редактирование личной информации сотрудника (Иконка карандашика)","Surefire suite","2026-07-19","passed","2026-07-19","dev.valvar.orangehrm.test.PimTest","Surefire test","dev.valvar.orangehrm.test.PimTest","editingEmployeePersonalInformationTest"
"","5608","Просмотр информации по сотруднику (Иконка глазик)","Surefire suite","2026-07-19","passed","2026-07-19","dev.valvar.orangehrm.test.RecruitmentTest","Surefire test","dev.valvar.orangehrm.test.RecruitmentTest","viewingEmployeeInformationTest"
"","4462","Удаление сотрудника из списка (иконка урны)","Surefire suite","2026-07-19","passed","2026-07-19","dev.valvar.orangehrm.test.PimTest","Surefire test","dev.valvar.orangehrm.test.PimTest","removingEmployeeFromListTest"
