"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4609","Отображение виджетов на главной странице после авторизации","Surefire suite","2026-07-18","passed","2026-07-18","dev.valvar.orangehrm.test.AuthorizationTest","Surefire test","dev.valvar.orangehrm.test.AuthorizationTest","displayingWidgetsOnMainPageAfterAuthorizationTest"
"","0","Отображение созданного пользователя в списке","Surefire suite","2026-07-18","skipped","2026-07-18","dev.valvar.orangehrm.test.AdminTest","Surefire test","dev.valvar.orangehrm.test.AdminTest","displayingCreatedUserInListTest"
"","4323","Успешная авторизация с валидными кредами (переход на страницу Dashboard)","Surefire suite","2026-07-18","passed","2026-07-18","dev.valvar.orangehrm.test.AuthorizationTest","Surefire test","dev.valvar.orangehrm.test.AuthorizationTest","successfulAuthorizationWithValidCredentialsTest"
"","14157","Добавление сотрудника","Surefire suite","2026-07-18","failed","2026-07-18","dev.valvar.orangehrm.test.PimTest","Surefire test","dev.valvar.orangehrm.test.PimTest","addingEmployeeTest"
"","4350","Поиск нужного сотрудника","Surefire suite","2026-07-18","passed","2026-07-18","dev.valvar.orangehrm.test.RecruitmentTest","Surefire test","dev.valvar.orangehrm.test.RecruitmentTest","findingRightEmployeeTest"
"","0","Отображение созданной заявки в разделе ""Мой отпуск""","Surefire suite","2026-07-18","skipped","2026-07-18","dev.valvar.orangehrm.test.LeaveTest","Surefire test","dev.valvar.orangehrm.test.LeaveTest","displayingCreatedApplicationInMyVacationSectionTest"
"","13672","Успешное создание заявки на отпуск","Surefire suite","2026-07-18","failed","2026-07-18","dev.valvar.orangehrm.test.LeaveTest","Surefire test","dev.valvar.orangehrm.test.LeaveTest","successfullyCreatingVacationRequestTest"
"","3311","Ошибка авторизации при пустых полях ""Имя пользователя"" и ""Пароль""","Surefire suite","2026-07-18","passed","2026-07-18","dev.valvar.orangehrm.test.AuthorizationTest","Surefire test","dev.valvar.orangehrm.test.AuthorizationTest","authorizationErrorWithEmptyUsernameAndPasswordFieldsTest"
"","5343","Просмотр информации по сотруднику (Иконка глазик)","Surefire suite","2026-07-18","passed","2026-07-18","dev.valvar.orangehrm.test.RecruitmentTest","Surefire test","dev.valvar.orangehrm.test.RecruitmentTest","viewingEmployeeInformationTest"
"","0","Удаление пользователя","Surefire suite","2026-07-18","skipped","2026-07-18","dev.valvar.orangehrm.test.AdminTest","Surefire test","dev.valvar.orangehrm.test.AdminTest","deletingUserTest"
"","1","Удаление сотрудника из списка (иконка урны)","Surefire suite","2026-07-18","skipped","2026-07-18","dev.valvar.orangehrm.test.PimTest","Surefire test","dev.valvar.orangehrm.test.PimTest","removingEmployeeFromListTest"
"","1","Поиск сотрудника по имени/фамилии через фильтр","Surefire suite","2026-07-18","skipped","2026-07-18","dev.valvar.orangehrm.test.PimTest","Surefire test","dev.valvar.orangehrm.test.PimTest","searchForEmployeeByFirstLastNameUsingFilterTest"
"","1","Редактирование личной информации сотрудника (Иконка карандашика)","Surefire suite","2026-07-18","skipped","2026-07-18","dev.valvar.orangehrm.test.PimTest","Surefire test","dev.valvar.orangehrm.test.PimTest","editingEmployeePersonalInformationTest"
"","6203","Успешный выход из системы","Surefire suite","2026-07-18","passed","2026-07-18","dev.valvar.orangehrm.test.AuthorizationTest","Surefire test","dev.valvar.orangehrm.test.AuthorizationTest","successfulLogoutTest"
"","14712","Ошибка авторизации при неправильном пароле","Surefire suite","2026-07-18","passed","2026-07-18","dev.valvar.orangehrm.test.AuthorizationTest","Surefire test","dev.valvar.orangehrm.test.AuthorizationTest","authorizationErrorDueToIncorrectPasswordTest"
"","2587","Переход к просмотру информации о себе","Surefire suite","2026-07-18","passed","2026-07-18","dev.valvar.orangehrm.test.MyInfoTest","Surefire test","dev.valvar.orangehrm.test.MyInfoTest","goToViewingInformationAboutYourselfTest"
"","14001","Успешное создание пользователя","Surefire suite","2026-07-18","failed","2026-07-18","dev.valvar.orangehrm.test.AdminTest","Surefire test","dev.valvar.orangehrm.test.AdminTest","successfulUserCreationTest"
